m,TagName,
"2016-11-01 00:00:00","ruby","1760"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","11988"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13862"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","344"
"2016-12-01 00:00:00","javascript","19825"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10710"
"2016-12-01 00:00:00","php","11500"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13076"
"2016-12-01 00:00:00","c++","5244"
"2016-12-01 00:00:00","swift","3944"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5664"
"2017-01-01 00:00:00","java","14601"
"2017-01-01 00:00:00","c#","11716"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21435"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12655"
"2017-01-01 00:00:00","ruby","1825"
"2017-01-01 00:00:00","perl","335"
"2017-01-01 00:00:00","swift","4344"
"2017-01-01 00:00:00","python","14307"
"2017-01-01 00:00:00","r","3495"
"2017-02-01 00:00:00","python","14800"
"2017-02-01 00:00:00","java","14596"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21206"
"2017-02-01 00:00:00","c","2730"
"2017-02-01 00:00:00","c#","11513"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1630"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5187"
"2017-02-01 00:00:00","php","12540"
"2017-02-01 00:00:00","swift","4070"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3683"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","372"
"2017-03-01 00:00:00","c++","6238"
"2017-03-01 00:00:00","c","2974"
"2017-03-01 00:00:00","c#","13013"
"2017-03-01 00:00:00","java","17344"
"2017-03-01 00:00:00","python","17153"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23733"
"2017-03-01 00:00:00","r","4606"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","654"
"2017-03-01 00:00:00","swift","4622"
"2017-03-01 00:00:00","php","14108"
"2017-04-01 00:00:00","c#","11111"
"2017-04-01 00:00:00","c","2862"
"2017-04-01 00:00:00","c++","5891"
"2017-04-01 00:00:00","python","15663"
"2017-04-01 00:00:00","javascript","21272"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12464"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15959"
"2017-04-01 00:00:00","swift","3927"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16366"
"2017-05-01 00:00:00","r","4324"
"2017-05-01 00:00:00","php","13069"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12008"
"2017-05-01 00:00:00","python","16209"
"2017-05-01 00:00:00","javascript","22416"
"2017-05-01 00:00:00","c++","5313"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4106"
"2017-06-01 00:00:00","javascript","21613"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2358"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11322"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4699"
"2017-06-01 00:00:00","python","16047"
"2017-06-01 00:00:00","java","14635"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11797"
"2017-07-01 00:00:00","c#","11221"
"2017-07-01 00:00:00","javascript","21636"
"2017-07-01 00:00:00","python","16942"
"2017-07-01 00:00:00","c","2058"
"2017-07-01 00:00:00","java","14169"
"2017-07-01 00:00:00","php","11809"
"2017-07-01 00:00:00","c++","5030"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4354"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","334"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13774"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10969"
"2017-08-01 00:00:00","c","2051"
"2017-08-01 00:00:00","python","16485"
"2017-08-01 00:00:00","go","612"
"2017-08-01 00:00:00","c++","4802"
"2017-08-01 00:00:00","javascript","21380"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","357"
"2017-08-01 00:00:00","swift","4192"
"2017-08-01 00:00:00","r","4575"
"2017-08-01 00:00:00","php","11683"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9897"
"2017-09-01 00:00:00","c","2106"
"2017-09-01 00:00:00","python","15474"
"2017-09-01 00:00:00","java","12775"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4481"
"2017-09-01 00:00:00","perl","301"
"2017-09-01 00:00:00","javascript","19010"
"2017-09-01 00:00:00","r","4225"
"2017-09-01 00:00:00","ruby","1223"
"2017-09-01 00:00:00","php","10724"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19901"
"2017-10-01 00:00:00","c","2789"
"2017-10-01 00:00:00","c#","10247"
"2017-10-01 00:00:00","php","10863"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16987"
"2017-10-01 00:00:00","java","14029"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5228"
"2017-10-01 00:00:00","r","4547"
"2017-10-01 00:00:00","perl","334"
"2017-10-01 00:00:00","swift","3908"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14206"
"2017-11-01 00:00:00","r","4515"
"2017-11-01 00:00:00","php","10630"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2962"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9828"
"2017-11-01 00:00:00","python","17014"
"2017-11-01 00:00:00","javascript","19438"
"2017-11-01 00:00:00","c++","5045"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1176"
"2017-11-01 00:00:00","swift","3678"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8631"
"2017-12-01 00:00:00","java","12003"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17011"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2201"
"2017-12-01 00:00:00","php","9173"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3212"
"2017-12-01 00:00:00","python","14965"
"2017-12-01 00:00:00","r","3716"
"2018-01-01 00:00:00","python","16263"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12364"
"2018-01-01 00:00:00","javascript","18951"
"2018-01-01 00:00:00","c#","9411"
"2018-01-01 00:00:00","c","2222"
"2018-01-01 00:00:00","c++","4765"
"2018-01-01 00:00:00","ruby","1164"
"2018-01-01 00:00:00","swift","3760"
"2018-01-01 00:00:00","perl","246"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10166"
"2018-01-01 00:00:00","go","546"
"2018-01-01 00:00:00","r","4204"
"2018-02-01 00:00:00","java","12058"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8600"
"2018-02-01 00:00:00","c","2152"
"2018-02-01 00:00:00","python","16360"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4579"
"2018-02-01 00:00:00","javascript","17248"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","232"
"2018-02-01 00:00:00","swift","3418"
"2018-02-01 00:00:00","r","4510"
"2018-02-01 00:00:00","php","9173"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19186"
"2018-03-01 00:00:00","c#","9819"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17933"
"2018-03-01 00:00:00","c++","5199"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","290"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13587"
"2018-03-01 00:00:00","php","9887"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4068"
"2018-04-01 00:00:00","java","13526"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2201"
"2018-04-01 00:00:00","c#","9267"
"2018-04-01 00:00:00","javascript","17984"
"2018-04-01 00:00:00","php","8970"
"2018-04-01 00:00:00","c++","4675"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","255"
"2018-04-01 00:00:00","python","17005"
"2018-04-01 00:00:00","r","4739"
"2018-04-01 00:00:00","go","623"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9953"
"2018-05-01 00:00:00","c++","4701"
"2018-05-01 00:00:00","python","17599"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18095"
"2018-05-01 00:00:00","c","2378"
"2018-05-01 00:00:00","java","13496"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","244"
"2018-05-01 00:00:00","swift","3629"
"2018-05-01 00:00:00","php","9508"
"2018-05-01 00:00:00","r","4730"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8820"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4111"
"2018-06-01 00:00:00","java","11825"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","241"
"2018-06-01 00:00:00","javascript","17205"
"2018-06-01 00:00:00","r","4497"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8471"
"2018-06-01 00:00:00","python","16837"
"2018-06-01 00:00:00","ruby","993"
"2018-06-01 00:00:00","swift","3158"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11787"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9432"
"2018-07-01 00:00:00","go","695"
"2018-07-01 00:00:00","c","1608"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","python","17956"
"2018-07-01 00:00:00","r","4407"
"2018-07-01 00:00:00","javascript","17835"
"2018-07-01 00:00:00","php","8590"
"2018-07-01 00:00:00","c++","3922"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9546"
"2018-08-01 00:00:00","python","17840"
"2018-08-01 00:00:00","c","1698"
"2018-08-01 00:00:00","java","11390"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3937"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17942"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8565"
"2018-08-01 00:00:00","r","4132"
"2018-08-01 00:00:00","swift","3596"
"2018-09-01 00:00:00","c#","8428"
"2018-09-01 00:00:00","c++","3776"
"2018-09-01 00:00:00","python","16116"
"2018-09-01 00:00:00","c","1858"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16079"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7759"
"2018-09-01 00:00:00","java","10846"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3795"
"2018-09-01 00:00:00","swift","3154"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12630"
"2018-10-01 00:00:00","php","8295"
"2018-10-01 00:00:00","r","4386"
"2018-10-01 00:00:00","c#","9396"
"2018-10-01 00:00:00","c","2484"
"2018-10-01 00:00:00","c++","4356"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17536"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3297"
"2018-10-01 00:00:00","python","18280"
"2018-11-01 00:00:00","javascript","16300"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18166"
"2018-11-01 00:00:00","c","2569"
"2018-11-01 00:00:00","c#","8551"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11859"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","835"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4271"
"2018-11-01 00:00:00","php","7212"
"2018-12-01 00:00:00","javascript","14399"
"2018-12-01 00:00:00","java","10590"
"2018-12-01 00:00:00","c#","7622"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6333"
"2018-12-01 00:00:00","python","15886"
"2018-12-01 00:00:00","c++","3612"
"2018-12-01 00:00:00","assembly","235"
"2018-12-01 00:00:00","ruby","812"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2800"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3433"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11170"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8846"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2321"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17123"
"2019-01-01 00:00:00","r","3985"
"2019-01-01 00:00:00","javascript","16127"
"2019-01-01 00:00:00","php","7304"
"2019-01-01 00:00:00","c++","3946"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2932"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8442"
"2019-02-01 00:00:00","python","17692"
"2019-02-01 00:00:00","c","2086"
"2019-02-01 00:00:00","java","11129"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3790"
"2019-02-01 00:00:00","go","633"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15826"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7428"
"2019-02-01 00:00:00","r","4292"
"2019-02-01 00:00:00","swift","2703"
"2019-03-01 00:00:00","java","12223"
"2019-03-01 00:00:00","c++","4496"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17490"
"2019-03-01 00:00:00","c","2417"
"2019-03-01 00:00:00","c#","9052"
"2019-03-01 00:00:00","php","7914"
"2019-03-01 00:00:00","go","727"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20077"
"2019-03-01 00:00:00","r","4544"
"2019-03-01 00:00:00","ruby","850"
"2019-03-01 00:00:00","swift","2970"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16312"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9208"
"2019-04-01 00:00:00","php","7350"
"2019-04-01 00:00:00","c++","4445"
"2019-04-01 00:00:00","c","2465"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11303"
"2019-04-01 00:00:00","swift","3114"
"2019-04-01 00:00:00","python","19976"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4642"
"2019-05-01 00:00:00","c#","9121"
"2019-05-01 00:00:00","assembly","248"
"2019-05-01 00:00:00","c","2141"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16268"
"2019-05-01 00:00:00","perl","223"
"2019-05-01 00:00:00","java","11258"
"2019-05-01 00:00:00","go","681"
"2019-05-01 00:00:00","c++","4185"
"2019-05-01 00:00:00","php","7114"
"2019-05-01 00:00:00","r","4347"
"2019-05-01 00:00:00","python","19059"
"2019-05-01 00:00:00","swift","3136"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9757"
"2019-06-01 00:00:00","javascript","14964"
"2019-06-01 00:00:00","c#","7702"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","205"
"2019-06-01 00:00:00","php","6133"
"2019-06-01 00:00:00","c++","3711"
"2019-06-01 00:00:00","c","1765"
"2019-06-01 00:00:00","python","17430"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3116"
"2019-06-01 00:00:00","r","3993"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","193"
"2019-07-01 00:00:00","c++","4322"
"2019-07-01 00:00:00","c","1786"
"2019-07-01 00:00:00","c#","8539"
"2019-07-01 00:00:00","java","10978"
"2019-07-01 00:00:00","python","19959"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16354"
"2019-07-01 00:00:00","r","4257"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","639"
"2019-07-01 00:00:00","swift","3072"
"2019-07-01 00:00:00","php","6791"
"2019-08-01 00:00:00","c#","7779"
"2019-08-01 00:00:00","c","1577"
"2019-08-01 00:00:00","c++","3334"
"2019-08-01 00:00:00","python","18191"
"2019-08-01 00:00:00","delphi","175"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15363"
"2019-08-01 00:00:00","assembly","173"
"2019-08-01 00:00:00","php","5909"
"2019-08-01 00:00:00","java","9200"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","196"
"2019-08-01 00:00:00","swift","2565"
"2019-08-01 00:00:00","r","3978"
"2019-09-01 00:00:00","java","9772"
"2019-09-01 00:00:00","c","2028"
"2019-09-01 00:00:00","c#","7891"
"2019-09-01 00:00:00","assembly","225"
"2019-09-01 00:00:00","javascript","14973"
"2019-09-01 00:00:00","c++","3819"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5643"
"2019-09-01 00:00:00","go","625"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16986"
"2019-09-01 00:00:00","r","3959"
"2019-09-01 00:00:00","ruby","724"
"2019-09-01 00:00:00","swift","2567"
"2019-10-01 00:00:00","c#","8434"
"2019-10-01 00:00:00","assembly","315"
"2019-10-01 00:00:00","c++","4849"
"2019-10-01 00:00:00","python","20514"
"2019-10-01 00:00:00","javascript","16019"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2492"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11263"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","851"
"2019-10-01 00:00:00","php","6116"
"2019-10-01 00:00:00","swift","3121"
"2019-10-01 00:00:00","r","4388"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2526"
"2019-11-01 00:00:00","c#","8052"
"2019-11-01 00:00:00","c++","4748"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10360"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15788"
"2019-11-01 00:00:00","php","6141"
"2019-11-01 00:00:00","r","4286"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20678"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2897"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9087"
"2019-12-01 00:00:00","c#","7246"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18198"
"2019-12-01 00:00:00","c","2165"
"2019-12-01 00:00:00","c++","4228"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14348"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5270"
"2020-01-01 00:00:00","assembly","232"
"2020-01-01 00:00:00","c#","7850"
"2020-01-01 00:00:00","c","2060"
"2020-01-01 00:00:00","python","20095"
"2020-01-01 00:00:00","java","10029"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4258"
"2020-01-01 00:00:00","r","4139"
"2020-01-01 00:00:00","go","655"
"2020-01-01 00:00:00","ruby","768"
"2020-01-01 00:00:00","javascript","16084"
"2020-01-01 00:00:00","swift","2914"
"2020-01-01 00:00:00","php","5932"
"2020-02-01 00:00:00","c#","7750"
"2020-02-01 00:00:00","c","1999"
"2020-02-01 00:00:00","c++","4120"
"2020-02-01 00:00:00","python","20160"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","668"
"2020-02-01 00:00:00","javascript","15819"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5725"
"2020-02-01 00:00:00","java","10123"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2771"
"2020-02-01 00:00:00","r","4688"
"2020-03-01 00:00:00","java","11489"
"2020-03-01 00:00:00","go","667"
"2020-03-01 00:00:00","c","2534"
"2020-03-01 00:00:00","delphi","170"
"2020-03-01 00:00:00","c#","7985"
"2020-03-01 00:00:00","python","23385"
"2020-03-01 00:00:00","c++","4744"
"2020-03-01 00:00:00","assembly","303"
"2020-03-01 00:00:00","javascript","18055"
"2020-03-01 00:00:00","perl","202"
"2020-03-01 00:00:00","r","5212"
"2020-03-01 00:00:00","php","5866"
"2020-03-01 00:00:00","swift","3017"
"2020-03-01 00:00:00","ruby","720"
"2020-04-01 00:00:00","java","14817"
"2020-04-01 00:00:00","assembly","401"
"2020-04-01 00:00:00","c++","6684"
"2020-04-01 00:00:00","c#","9711"
"2020-04-01 00:00:00","c","3417"
"2020-04-01 00:00:00","delphi","249"
"2020-04-01 00:00:00","javascript","23906"
"2020-04-01 00:00:00","go","871"
"2020-04-01 00:00:00","perl","223"
"2020-04-01 00:00:00","php","7744"
"2020-04-01 00:00:00","ruby","833"
"2020-04-01 00:00:00","python","31496"
"2020-04-01 00:00:00","swift","3897"
"2020-04-01 00:00:00","r","6880"
"2020-05-01 00:00:00","java","14540"
"2020-05-01 00:00:00","c#","9802"
"2020-05-01 00:00:00","assembly","381"
"2020-05-01 00:00:00","delphi","219"
"2020-05-01 00:00:00","c","3566"
"2020-05-01 00:00:00","javascript","24943"
"2020-05-01 00:00:00","go","822"
"2020-05-01 00:00:00","c++","6993"
"2020-05-01 00:00:00","php","7804"
"2020-05-01 00:00:00","python","34128"
"2020-05-01 00:00:00","perl","217"
"2020-05-01 00:00:00","ruby","771"
"2020-05-01 00:00:00","r","6806"
"2020-05-01 00:00:00","swift","4021"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12850"
"2020-06-01 00:00:00","c++","6096"
"2020-06-01 00:00:00","c","2727"
"2020-06-01 00:00:00","php","7054"
"2020-06-01 00:00:00","assembly","353"
"2020-06-01 00:00:00","c#","8944"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","23081"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31394"
"2020-06-01 00:00:00","r","6199"
"2020-06-01 00:00:00","ruby","666"
"2020-06-01 00:00:00","swift","3686"
"2020-07-01 00:00:00","delphi","209"
"2020-07-01 00:00:00","java","12311"
"2020-07-01 00:00:00","javascript","23100"
"2020-07-01 00:00:00","c++","5569"
"2020-07-01 00:00:00","c#","8812"
"2020-07-01 00:00:00","assembly","284"
"2020-07-01 00:00:00","c","2227"
"2020-07-01 00:00:00","python","30320"
"2020-07-01 00:00:00","php","6866"
"2020-07-01 00:00:00","r","5585"
"2020-07-01 00:00:00","go","699"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3449"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20676"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","10988"
"2020-08-01 00:00:00","assembly","273"
"2020-08-01 00:00:00","c#","7998"
"2020-08-01 00:00:00","r","5064"
"2020-08-01 00:00:00","c","2019"
"2020-08-01 00:00:00","python","26352"
"2020-08-01 00:00:00","php","5802"
"2020-08-01 00:00:00","c++","5096"
"2020-08-01 00:00:00","go","763"
"2020-08-01 00:00:00","ruby","604"
"2020-08-01 00:00:00","swift","3124"
"2020-09-01 00:00:00","java","10761"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2287"
"2020-09-01 00:00:00","c#","7295"
"2020-09-01 00:00:00","javascript","19526"
"2020-09-01 00:00:00","assembly","307"
"2020-09-01 00:00:00","c++","4238"
"2020-09-01 00:00:00","go","813"
"2020-09-01 00:00:00","r","5371"
"2020-09-01 00:00:00","perl","167"
"2020-09-01 00:00:00","ruby","572"
"2020-09-01 00:00:00","python","25116"
"2020-09-01 00:00:00","swift","3017"
"2020-09-01 00:00:00","php","5648"
"2020-10-01 00:00:00","c#","7034"
"2020-10-01 00:00:00","c++","4740"
"2020-10-01 00:00:00","python","26521"
"2020-10-01 00:00:00","assembly","382"
"2020-10-01 00:00:00","java","10802"
"2020-10-01 00:00:00","c","2526"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19189"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","551"
"2020-10-01 00:00:00","r","5786"
"2020-10-01 00:00:00","swift","2760"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5472"
"2020-11-01 00:00:00","c","2903"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","601"
"2020-11-01 00:00:00","javascript","18229"
"2020-11-01 00:00:00","java","10324"
"2020-11-01 00:00:00","c#","6822"
"2020-11-01 00:00:00","assembly","414"
"2020-11-01 00:00:00","python","26047"
"2020-11-01 00:00:00","perl","153"
"2020-11-01 00:00:00","c++","4756"
"2020-11-01 00:00:00","php","5569"
"2020-11-01 00:00:00","ruby","587"
"2020-11-01 00:00:00","r","5605"
"2020-11-01 00:00:00","swift","2629"
"2020-12-01 00:00:00","delphi","213"
"2020-12-01 00:00:00","javascript","18632"
